seqnames,start,end,width,strand,count,name,exon,intron,utr5,utr5.,utr3,utr3.,intergenic,mirna,annot,target_gene,hfk.hf.padj,hfk.hf.log2FC,seed.8mer,seed.7m8,seed.7A1,seed.6mer,target_Ensembl_ID,target_Uniprot_ID,target_Entrez_ID
chr11,83592869,83592917,49,-,5924,peak5488,Ccl6,NA,NA,NA,NA,NA,FALSE,NA,exon,Ccl6,0.06148052140758065,-1.1898708517331686,miR-186-5p,NA,NA,NA,ENSMUSG00000018927,P27784,20305
chr11,84821075,84821133,59,-,6154,peak5490,Dhrs11,NA,NA,Mrm1,Dhrs11,Dhrs11,FALSE,NA,utr3,Dhrs11,0.003664054185796611,-1.9371068931954063,miR-23-3p,NA,NA,NA,ENSMUSG00000034449,Q3U0B3,192970
chr11,84821184,84821241,58,-,2080,peak5491,Dhrs11,NA,NA,Mrm1,Dhrs11,Dhrs11,FALSE,NA,utr3,Dhrs11,0.04164371356740629,3.185480357088787,NA,NA,NA,NA,ENSMUSG00000034449,Q3U0B3,192970
chr11,84840126,84840175,50,-,751,peak5492,Ggnbp2,Ggnbp2,NA,Ggnbp2,NA,NA,FALSE,NA,utr5*,Ggnbp2,8.671175202513916e-5,-3.825800855591443,NA,NA,miR-10-5p,miR-375-3p,ENSMUSG00000020530,Q5SV77,217039
chr11,84859222,84859268,47,-,2306,peak5493,NA,Ggnbp2,NA,NA,NA,NA,FALSE,NA,intron,Ggnbp2,0.05100090868555539,2.6916918277870874,miR-25-3p/32-5p/92-3p/363-3p/367-3p,miR-16-2-3p,NA,let-7-5p/miR-98-5p,ENSMUSG00000020530,Q5SV77,217039
chr11,86289044,86289104,61,-,4066,peak5502,Med13,NA,NA,NA,NA,NA,FALSE,NA,exon,Med13,0.01333102005700424,3.790529961001821,NA,miR-29-3p,NA,miR-185-5p,ENSMUSG00000034297,Q5SWW4,327987
chr11,86502369,86502488,120,-,6723,peak5505,Rps6kb1,NA,NA,NA,Rps6kb1,NA,FALSE,NA,utr3,Rps6kb1,2.9393825256366236e-4,5.563208685332725,miR-200-3p/429-3p,NA,miR-146ab-5p,miR-1198-5p,ENSMUSG00000020516,Q8BSK8,72508
chr11,86585389,86585445,57,-,1792,peak5507,Vmp1,NA,NA,NA,NA,NA,FALSE,NA,exon,Vmp1,0.010277114188707954,4.140811329366948,NA,NA,NA,"miR-194-5p, miR-25-3p/32-5p/92-3p/363-3p/367-3p",ENSMUSG00000018171,Q99KU0,75909
chr11,86664663,86664723,61,-,48675,peak5509,Vmp1,NA,NA,NA,NA,NA,FALSE,NA,exon,Vmp1,0.4600109337328105,0.3229181102109118,NA,miR-200-3p/429-3p,miR-205-5p,NA,ENSMUSG00000018171,Q99KU0,75909
chr11,86704182,86704235,54,-,3228,peak5513,Cltc,Cltc,NA,NA,NA,NA,FALSE,NA,exon,Cltc,0.7289914133155896,0.2732078258215776,NA,NA,NA,miR-29-3p,ENSMUSG00000047126,Q68FD5,67300
chr11,86705255,86705305,51,-,1360,peak5515,Cltc,NA,NA,NA,NA,NA,FALSE,NA,exon,Cltc,0.033077133678223083,3.4635778710161502,miR-15-5p/16-5p/195-5p/322-5p/497-5p,miR-103-3p/107-3p,NA,NA,ENSMUSG00000047126,Q68FD5,67300
chr11,86712623,86712677,55,-,2133,peak5520,Cltc,NA,NA,NA,NA,NA,FALSE,NA,exon,Cltc,0.41799719880764863,0.8818985261873461,NA,miR-29-3p,NA,"miR-27-3p, miR-340-5p, miR-224-5p",ENSMUSG00000047126,Q68FD5,67300
chr11,86720296,86720357,62,-,2998,peak5523,Cltc,NA,NA,NA,NA,NA,FALSE,NA,exon,Cltc,0.8328716498134483,-0.1949310269146311,NA,miR-26-5p,NA,"miR-205-5p, miR-34-5p/449-5p",ENSMUSG00000047126,Q68FD5,67300
chr11,86725154,86725215,62,-,5627,peak5527,Cltc,NA,NA,NA,NA,NA,FALSE,NA,exon,Cltc,0.8868191142816574,0.10622136580772065,NA,"miR-200-3p/429-3p, miR-328-3p",miR-192-5p/215-5p,NA,ENSMUSG00000047126,Q68FD5,67300
chr11,86726331,86726394,64,-,6575,peak5529,Cltc,NA,NA,NA,NA,NA,FALSE,NA,exon,Cltc,0.37550622858885313,-0.5261560370259465,NA,miR-29-3p,NA,"miR-375-3p, miR-224-5p",ENSMUSG00000047126,Q68FD5,67300
chr11,86733570,86733627,58,-,2070,peak5532,Cltc,Cltc,NA,NA,NA,NA,FALSE,NA,exon,Cltc,0.031110544880828747,2.568856605935131,NA,NA,NA,miR-190-5p,ENSMUSG00000047126,Q68FD5,67300
chr11,86938271,86938330,60,-,4093,peak5535,Ypel2,NA,NA,NA,Ypel2,NA,FALSE,NA,utr3,Ypel2,0.03740771329790768,-1.4806627054155967,miR-200-3p/429-3p,NA,miR-196-5p,NA,ENSMUSG00000018427,Q65Z95,77864
chr11,88993306,88993367,62,-,2889,peak5556,RP23-176J13.6,NA,NA,NA,NA,NA,FALSE,NA,exon,RP23-176J13.6,0.041496909306827735,3.2383112781626218,miR-185-5p,miR-18-5p,miR-24-3p,"miR-185-5p, miR-15-5p/16-5p/195-5p/322-5p/497-5p, miR-30a-3p/30d-3p/30e-3p",NA,"NA",NA
chr11,90649841,90649891,51,-,23209,peak5558,Tom1l1,Tom1l1,NA,NA,NA,NA,FALSE,NA,exon,Tom1l1,1.5311996979903385e-5,2.4576104726515267,miR-200-3p/429-3p,NA,NA,miR-183-3p,ENSMUSG00000020541,Q923U0,71943
chr11,94343312,94343421,110,-,7349,peak5564,Abcc3,NA,NA,NA,Abcc3,NA,FALSE,NA,utr3,Abcc3,0.6176863607851116,0.31037997539620005,NA,"miR-29-3p, miR-192-5p/215-5p",miR-194-2-3p/6926-5p/7055-5p,miR-24-3p,ENSMUSG00000020865,B2RX12,76408
chr11,94357349,94357397,49,-,2336,peak5569,Abcc3,NA,NA,NA,NA,NA,FALSE,NA,exon,Abcc3,0.02431774728917405,2.30942809000392,NA,miR-22-3p,NA,NA,ENSMUSG00000020865,B2RX12,76408
chr11,94361039,94361113,75,-,18521,peak5575,NA,Abcc3,NA,NA,NA,NA,FALSE,NA,intron,Abcc3,3.1015980614239916e-5,3.841443699881888,let-7-5p/miR-98-5p,NA,NA,miR-196-5p,ENSMUSG00000020865,B2RX12,76408
chr11,94375639,94375703,65,-,53776,peak5580,Abcc3,NA,NA,NA,NA,NA,FALSE,NA,exon,Abcc3,3.458520941299874e-4,1.6210360181289407,NA,NA,NA,NA,ENSMUSG00000020865,B2RX12,76408
chr11,95031856,95031907,52,-,3517,peak5591,Pdk2,NA,NA,NA,NA,NA,FALSE,NA,exon,Pdk2,1.0709828252939977e-4,-2.1780031785310308,let-7-5p/miR-98-5p,NA,NA,miR-196-5p,ENSMUSG00000038967,Q9JK42,18604
chr11,95044656,95044706,51,-,1461,peak5593,Itga3,NA,NA,NA,Itga3,Itga3,FALSE,NA,utr3,Itga3,0.012542678233532572,4.2052874891631085,NA,NA,NA,miR-7-5p,ENSMUSG00000001507,Q62470,16400
chr11,95044768,95044831,64,-,5503,peak5594,Itga3,NA,NA,NA,Itga3,Itga3,FALSE,NA,utr3,Itga3,0.7914918922595283,0.18354596317865532,"miR-26-5p, miR-221-3p/222-3p, miR-181-5p",NA,NA,miR-484,ENSMUSG00000001507,Q62470,16400
chr11,95044998,95045071,74,-,3577,peak5596,Itga3,NA,NA,NA,Itga3,Itga3,FALSE,NA,utr3,Itga3,0.03510300830030791,2.3538815462701037,NA,NA,NA,NA,ENSMUSG00000001507,Q62470,16400
chr11,95045285,95045349,65,-,3102,peak5598,Itga3,NA,NA,NA,Itga3,Itga3,FALSE,NA,utr3,Itga3,0.017007167067754073,3.2024830487592197,miR-96-5p,NA,miR-182-5p,NA,ENSMUSG00000001507,Q62470,16400
chr11,95045402,95045452,51,-,1488,peak5599,Itga3,NA,NA,NA,Itga3,Itga3,FALSE,NA,utr3,Itga3,0.37018924517855556,0.8711443924864666,NA,miR-24-3p,miR-19-3p,miR-25-3p/32-5p/92-3p/363-3p/367-3p,ENSMUSG00000001507,Q62470,16400
chr11,95045512,95045564,53,-,28182,peak5600,Itga3,NA,NA,NA,Itga3,Itga3,FALSE,NA,utr3,Itga3,0.0035290740438643766,-1.5889465445053776,NA,NA,NA,miR-328-3p,ENSMUSG00000001507,Q62470,16400
chr11,95046939,95047032,94,-,4510,peak5602,Itga3,NA,NA,NA,NA,NA,FALSE,NA,exon,Itga3,0.9865137144310173,0.017836005127524496,NA,"miR-29-3p, miR-15-5p/16-5p/195-5p/322-5p/497-5p, miR-15-5p/16-5p/195-5p/322-5p/497-5p",NA,"miR-103-3p/107-3p, miR-103-3p/107-3p, miR-29-3p",ENSMUSG00000001507,Q62470,16400
chr11,95068796,95068845,50,-,7603,peak5609,Itga3,Itga3,NA,NA,NA,NA,FALSE,NA,exon,Itga3,0.07627333121057771,1.0582352125783236,NA,NA,NA,NA,ENSMUSG00000001507,Q62470,16400
chr11,95276504,95276555,52,-,2997,peak5611,Kat7,Kat7,NA,NA,NA,NA,FALSE,NA,exon,Kat7,0.39359449349502523,0.7117051539613907,NA,NA,"miR-27-3p, miR-345-5p",NA,ENSMUSG00000038909,Q5SVQ0,217127
chr11,95869254,95869325,72,-,3402,peak5628,B4galnt2,NA,NA,NA,NA,NA,FALSE,NA,exon,B4galnt2,0.9304852963280609,0.08572290244832956,NA,NA,NA,miR-221-3p/222-3p,ENSMUSG00000013418,Q09199,14422
chr11,96049228,96049278,51,-,5873,peak5638,Ube2z,NA,NA,NA,Ube2z,NA,FALSE,NA,utr3,Ube2z,0.01661962254383834,2.0076123719481203,NA,NA,NA,NA,ENSMUSG00000014349,Q3UE37,268470
chr11,96049319,96049360,42,-,1492,peak5639,Ube2z,NA,NA,NA,Ube2z,NA,FALSE,NA,utr3,Ube2z,0.0072783718028199265,4.320184009959429,NA,miR-194-5p,NA,miR-139-5p,ENSMUSG00000014349,Q3UE37,268470
chr11,96073656,96073706,51,-,3698,peak5644,Atp5g1,Atp5g1,NA,NA,NA,NA,FALSE,NA,exon,Atp5g1,0.005135245802166687,4.191876719121973,NA,NA,miR-185-5p,miR-22-3p,ENSMUSG00000006057,Q9CR84,11951
chr11,96818002,96818059,58,-,9637,peak5646,Nfe2l1,Nfe2l1,NA,NA,Nfe2l1,Nfe2l1,FALSE,NA,utr3,Nfe2l1,1.2301161402674144e-4,-2.094488561779631,NA,NA,"miR-183-5p, miR-15-5p/16-5p/195-5p/322-5p/497-5p",miR-146ab-5p,ENSMUSG00000038615,Q61985,18023
chr11,96916388,96916446,59,-,3802,peak5650,Cdk5rap3,NA,Cdk5rap3,Cdk5rap3,NA,NA,FALSE,NA,utr5,Cdk5rap3,0.39381461398962425,0.8698404573579747,miR-29-3p,miR-501-5p,NA,miR-362-5p,ENSMUSG00000018669,Q99LM2,80280
chr11,96937980,96938033,54,-,15393,peak5652,Pnpo,NA,NA,NA,Pnpo,Pnpo,FALSE,NA,utr3,Pnpo,0.37034775850924695,0.531491673223768,let-7-5p/miR-98-5p,"miR-27-3p, miR-183-5p",NA,miR-196-5p,ENSMUSG00000018659,Q91XF0,103711
chr11,97206102,97206146,45,-,1436,peak5664,Npepps,Npepps,NA,NA,Npepps,Npepps,FALSE,NA,utr3,Npepps,0.009173140524234291,4.244430694918456,NA,NA,NA,NA,ENSMUSG00000001441,Q11011,19155
chr11,97206183,97206246,64,-,3492,peak5665,Npepps,Npepps,NA,NA,Npepps,Npepps,FALSE,NA,utr3,Npepps,0.7079405346647172,-0.2806887083153794,miR-103-3p/107-3p,miR-484,NA,"miR-24-3p, miR-7-5p",ENSMUSG00000001441,Q11011,19155
chr11,97206812,97206873,62,-,8680,peak5668,Npepps,Npepps,NA,NA,Npepps,Npepps,FALSE,NA,utr3,Npepps,0.05669688929193791,1.6328191291699206,miR-27-3p,NA,NA,"miR-141-3p, miR-425-5p/489-3p, miR-484",ENSMUSG00000001441,Q11011,19155
chr11,97242620,97242678,59,-,1324,peak5671,Npepps,NA,NA,NA,Npepps,Npepps,FALSE,NA,utr3,Npepps,0.08466835950098345,-1.4416339751601543,miR-30-5p/384-5p,NA,miR-192-5p/215-5p,NA,ENSMUSG00000001441,Q11011,19155
chr11,98090715,98090764,50,-,1171,peak5675,Fbxl20,NA,NA,NA,NA,NA,FALSE,NA,exon,Fbxl20,0.011096182806949382,4.199994345563767,NA,NA,miR-26-5p,NA,ENSMUSG00000020883,Q9CZV8,72194
chr11,99003824,99003869,46,-,1253,peak5686,Top2a,Top2a,NA,NA,NA,NA,FALSE,NA,exon,Top2a,0.01673387867055666,4.281785018812648,NA,NA,NA,miR-671-5p,ENSMUSG00000020914,Q01320,21973
chr11,99071312,99071360,49,-,2767,peak5700,Tns4,Tns4,NA,NA,NA,NA,FALSE,NA,exon,Tns4,1.2425757962015156e-4,-2.637774142648462,NA,NA,NA,NA,ENSMUSG00000017607,Q8BZ33,217169
chr11,99089238,99089285,48,-,7327,peak5706,Tns4,Tns4,Tns4,NA,NA,NA,FALSE,NA,utr5,Tns4,0.0038140720697849525,3.152215972175252,NA,NA,NA,NA,ENSMUSG00000017607,Q8BZ33,217169
chr11,99428583,99428633,51,-,6490,peak5708,Krt20,NA,NA,NA,Krt20,NA,FALSE,NA,utr3,Krt20,0.0011981024443676654,4.252606604045305,NA,"miR-194-2-3p/6926-5p/7055-5p, miR-34-5p/449-5p",NA,"miR-103-3p/107-3p, miR-139-3p, miR-139-3p",ENSMUSG00000035775,Q9D312,66809
chr11,99428838,99428870,33,-,1478,peak5711,Krt20,NA,NA,NA,Krt20,NA,FALSE,NA,utr3,Krt20,0.19347330099464818,1.8888855547806382,NA,NA,NA,NA,ENSMUSG00000035775,Q9D312,66809
chr11,99428877,99428919,43,-,2051,peak5712,Krt20,NA,NA,NA,Krt20,NA,FALSE,NA,utr3,Krt20,0.3954812092983017,3.350678113951982,NA,NA,NA,miR-151-3p,ENSMUSG00000035775,Q9D312,66809
chr11,99432274,99432340,67,-,34549,peak5718,Krt20,NA,NA,NA,NA,NA,FALSE,NA,exon,Krt20,0.529013587819551,0.32509207858390066,NA,"miR-103-3p/107-3p, miR-22-3p, miR-15-5p/16-5p/195-5p/322-5p/497-5p",NA,NA,ENSMUSG00000035775,Q9D312,66809
chr11,99435433,99435518,86,-,9654,peak5720,Krt20,Krt20,NA,NA,NA,NA,FALSE,NA,exon,Krt20,0.4475988983263603,-0.4791312219169048,NA,miR-106-3p,NA,"miR-21ac-5p, miR-501-5p, miR-362-5p",ENSMUSG00000035775,Q9D312,66809
chr11,99437694,99437742,49,-,50098,peak5722,Krt20,NA,NA,NA,NA,NA,FALSE,NA,exon,Krt20,1.5428863424792445e-4,2.3653371254946323,NA,miR-210-3p,NA,miR-147-3p,ENSMUSG00000035775,Q9D312,66809
chr11,99437794,99437855,62,-,107284,peak5723,Krt20,NA,NA,NA,NA,NA,FALSE,NA,exon,Krt20,0.9912210506135564,-0.00744990992011359,miR-196-5p,NA,NA,miR-106-3p,ENSMUSG00000035775,Q9D312,66809
chr11,100141088,100141162,75,-,9908,peak5728,Krt19,NA,NA,NA,NA,NA,FALSE,NA,exon,Krt19,0.4792967634843771,-0.421704609324584,NA,miR-378-3p,NA,NA,ENSMUSG00000020911,P19001,16669
chr11,100141527,100141581,55,-,12567,peak5730,Krt19,NA,NA,NA,NA,NA,FALSE,NA,exon,Krt19,6.331481459931203e-6,-2.517268715851269,NA,NA,NA,"miR-501-5p, miR-362-5p, miR-196-5p",ENSMUSG00000020911,P19001,16669
chr11,100142427,100142486,60,-,8301,peak5734,Krt19,NA,NA,NA,NA,NA,FALSE,NA,exon,Krt19,0.27024148695084255,-0.6498432606731143,NA,NA,NA,miR-224-5p,ENSMUSG00000020911,P19001,16669
chr11,100145553,100145593,41,-,5828,peak5736,Krt19,Krt19,NA,NA,NA,NA,FALSE,NA,exon,Krt19,0.02120194394155769,1.8910259296437288,NA,NA,NA,NA,ENSMUSG00000020911,P19001,16669
chr11,100145676,100145732,57,-,11978,peak5738,Krt19,Krt19,NA,NA,NA,NA,FALSE,NA,exon,Krt19,8.157631491724532e-10,-3.2485476326852663,NA,NA,NA,NA,ENSMUSG00000020911,P19001,16669
chr11,100145780,100145829,50,-,9888,peak5739,Krt19,Krt19,NA,NA,NA,NA,FALSE,NA,exon,Krt19,0.011381343841113927,1.668237339842338,NA,miR-7-5p,NA,NA,ENSMUSG00000020911,P19001,16669
chr11,100371354,100371410,57,-,5472,peak5747,Jup,NA,NA,NA,Jup,Jup,FALSE,NA,utr3,Jup,0.5436859280990336,0.4198310649843737,NA,miR-24-3p,NA,NA,ENSMUSG00000001552,Q02257,16480
chr11,100378113,100378163,51,-,7879,peak5751,Jup,NA,NA,NA,NA,NA,FALSE,NA,exon,Jup,0.004130577405748883,2.288236234176896,NA,NA,NA,NA,ENSMUSG00000001552,Q02257,16480
chr11,100476474,100476560,87,-,7534,peak5757,Acly,NA,NA,NA,Acly,NA,FALSE,NA,utr3,Acly,0.7657800128926084,0.24952027782375388,NA,miR-194-5p,miR-27-3p,NA,ENSMUSG00000020917,Q91V92,104112
chr11,100476660,100476718,59,-,2508,peak5758,Acly,NA,NA,NA,Acly,NA,FALSE,NA,utr3,Acly,0.9447316405325652,0.06771706953736067,miR-194-2-3p/6926-5p/7055-5p,miR-30a-3p/30d-3p/30e-3p,miR-194-5p,NA,ENSMUSG00000020917,Q91V92,104112
chr11,100477207,100477256,50,-,7670,peak5761,Acly,NA,NA,NA,Acly,NA,FALSE,NA,utr3,Acly,0.13970834476638436,-0.9326542463469701,miR-24-3p,miR-139-5p,NA,NA,ENSMUSG00000020917,Q91V92,104112
chr11,100507141,100507194,54,-,3945,peak5764,NA,Acly,NA,NA,NA,NA,FALSE,NA,intron,Acly,8.052922644025469e-4,5.13263020929401,miR-185-5p,miR-200-3p/429-3p,NA,NA,ENSMUSG00000020917,Q91V92,104112
chr11,100715212,100715291,80,-,3889,peak5766,Rab5c,NA,NA,NA,Rab5c,NA,FALSE,NA,utr3,Rab5c,0.10777835803448951,1.4949475611179712,NA,"miR-22-3p, miR-7-5p",NA,miR-345-5p,ENSMUSG00000019173,P35278,19345
chr11,100889520,100889577,58,-,8204,peak5773,Stat3,Stat3,NA,NA,NA,NA,FALSE,NA,exon,Stat3,0.01989272340772835,1.653518389964981,miR-17-5p/20-5p/93-5p/106-5p,NA,NA,NA,ENSMUSG00000004040,P42227,20848
chr11,100893143,100893200,58,-,1396,peak5774,Stat3,NA,NA,NA,NA,NA,FALSE,NA,exon,Stat3,0.35944987133037287,1.0275530851175896,NA,let-7-5p/miR-98-5p,miR-139-3p,miR-196-5p,ENSMUSG00000004040,P42227,20848
chr11,101191142,101191205,64,-,4467,peak5785,Ezh1,NA,NA,NA,Ezh1,NA,FALSE,NA,utr3,Ezh1,0.09405216792989204,1.9705586423158343,miR-17-5p/20-5p/93-5p/106-5p,miR-130-3p/301-3p,NA,miR-19-3p,ENSMUSG00000006920,P70351,14055
chr11,102107258,102107318,61,-,11004,peak5795,Pyy,NA,NA,NA,NA,NA,FALSE,NA,exon,Pyy,0.017969067914366,1.6924648982453687,miR-15-5p/16-5p/195-5p/322-5p/497-5p,miR-103-3p/107-3p,"miR-182-5p, miR-96-5p",NA,ENSMUSG00000017311,Q9EPS2,217212
chr11,102476125,102476184,60,-,22469,peak5800,Gpatch8,NA,NA,NA,Gpatch8,NA,FALSE,NA,utr3,Gpatch8,0.1405874865560038,1.1024002538887867,miR-200-3p/429-3p,miR-15-5p/16-5p/195-5p/322-5p/497-5p,NA,miR-103-3p/107-3p,ENSMUSG00000034621,A2A6A1,237943
chr11,102479197,102479250,54,-,2470,peak5804,Gpatch8,NA,NA,NA,NA,NA,FALSE,NA,exon,Gpatch8,0.48047830461475993,-0.6263800668678452,miR-23-3p,NA,miR-671-5p,NA,ENSMUSG00000034621,A2A6A1,237943
chr11,102479392,102479450,59,-,1681,peak5805,Gpatch8,NA,NA,NA,NA,NA,FALSE,NA,exon,Gpatch8,2.348270572322372e-4,-2.7125423341314208,miR-15-5p/16-5p/195-5p/322-5p/497-5p,"miR-194-5p, miR-378-3p",miR-34-5p/449-5p,"miR-103-3p/107-3p, miR-141-5p/6769b-3p",ENSMUSG00000034621,A2A6A1,237943
chr11,103365677,103365737,61,-,2265,peak5816,Plekhm1,NA,NA,NA,Plekhm1,Plekhm1,FALSE,NA,utr3,Plekhm1,0.14856221858896562,2.0807455259914542,NA,NA,NA,miR-139-3p,ENSMUSG00000034247,Q7TSI1,353047
chr11,103366136,103366188,53,-,3017,peak5819,Plekhm1,NA,NA,NA,Plekhm1,Plekhm1,FALSE,NA,utr3,Plekhm1,0.49119847945300954,0.6043045537245363,NA,miR-17-5p/20-5p/93-5p/106-5p,"miR-345-5p, miR-378a-5p","miR-24-3p, miR-148-3p/152-3p",ENSMUSG00000034247,Q7TSI1,353047
chr11,103387194,103387248,55,-,7412,peak5827,Plekhm1,Plekhm1,NA,NA,NA,NA,FALSE,NA,exon,Plekhm1,0.033848377646594076,-1.1554309813146255,NA,miR-17-5p/20-5p/93-5p/106-5p,NA,miR-130-3p/301-3p,ENSMUSG00000034247,Q7TSI1,353047
chr11,103678712,103678764,53,-,1138,peak5833,Gosr2,NA,NA,NA,Gosr2,Gosr2,FALSE,NA,utr3,Gosr2,0.08588800571765834,2.886501341020638,NA,NA,NA,NA,ENSMUSG00000020946,O35166,56494
chr11,105933930,105933978,49,-,5993,peak5840,Cyb561,NA,NA,NA,Cyb561,Cyb561,FALSE,NA,utr3,Cyb561,4.724338035122154e-5,5.972118242884405,miR-30-5p/384-5p,NA,NA,miR-141-3p,ENSMUSG00000019590,Q60720,13056
chr11,106200352,106200409,58,-,2917,peak5845,Ccdc47,Strada,NA,NA,Ccdc47,Ccdc47,FALSE,NA,utr3,Ccdc47,0.47948133673203897,0.734686776237595,"miR-29-3p, miR-200-3p/429-3p",miR-374b-5p,NA,NA,ENSMUSG00000078622,Q9D024,67163
chr11,106396162,106396210,49,-,17521,peak5847,Ern1,NA,NA,NA,Ern1,NA,FALSE,NA,utr3,Ern1,0.002762058797192476,-1.6168423018965248,NA,"miR-17-5p/20-5p/93-5p/106-5p, miR-130-3p/301-3p",NA,miR-19-3p,ENSMUSG00000020715,Q9EQY0,78943
chr11,106781880,106781941,62,-,3770,peak5852,Ddx5,NA,NA,NA,Ddx5,Ddx5,FALSE,NA,utr3,Ddx5,0.04038229292965463,2.4867107860930378,NA,NA,miR-532-5p,"miR-103-3p/107-3p, miR-22-3p, miR-15-5p/16-5p/195-5p/322-5p/497-5p, miR-190-5p, miR-153-3p",ENSMUSG00000020719 ENSMUSG00000029599,Q61656 Q8K4L0,13207 71990
chr11,106786070,106786130,61,-,2878,peak5859,Ddx5,Ddx5,NA,NA,NA,NA,FALSE,NA,exon,Ddx5,0.39186253244455016,0.8267332817102115,NA,NA,miR-1198-5p,"miR-103-3p/107-3p, miR-183-5p",ENSMUSG00000020719 ENSMUSG00000029599,Q61656 Q8K4L0,13207 71990
chr11,107074496,107074547,52,-,1434,peak5865,Bptf,NA,NA,NA,NA,NA,FALSE,NA,exon,Bptf,0.05873810925602459,2.7735614370993407,miR-210-3p,NA,"miR-151-3p, miR-147-3p",NA,ENSMUSG00000040481,Q6P9L3,207165
chr11,107935797,107935850,54,-,16961,peak5867,Prkca,NA,NA,NA,Prkca,NA,FALSE,NA,utr3,Prkca,0.8144176440215514,0.12848665783924998,miR-200-3p/429-3p,NA,NA,NA,ENSMUSG00000050965,P20444,18750
chr11,107937745,107937802,58,-,5735,peak5869,Prkca,NA,NA,NA,Prkca,Prkca,FALSE,NA,utr3,Prkca,0.013184296269653738,3.4854301018631126,NA,NA,miR-194-5p,NA,ENSMUSG00000050965,P20444,18750
chr11,107996763,107996810,48,-,1358,peak5871,NA,Prkca,NA,NA,NA,NA,FALSE,NA,intron,Prkca,0.012575252168313482,4.135716018268934,let-7-5p/miR-98-5p,NA,NA,miR-196-5p,ENSMUSG00000050965,P20444,18750
chr11,108014310,108014369,60,-,3059,peak5872,Prkca,NA,NA,NA,NA,NA,FALSE,NA,exon,Prkca,0.00625339395926915,4.4191617072327745,NA,NA,miR-23-3p,miR-30a-3p/30d-3p/30e-3p,ENSMUSG00000050965,P20444,18750
chr11,108132550,108132601,52,-,2516,peak5873,NA,Prkca,NA,NA,NA,NA,FALSE,NA,intron,Prkca,0.018030678674649917,3.6074018771444623,miR-26-5p,NA,NA,NA,ENSMUSG00000050965,P20444,18750
chr11,115490976,115491032,57,-,2339,peak5886,Nt5c,Nt5c,NA,NA,NA,NA,FALSE,NA,exon,Nt5c,0.4931947775801611,0.6673598050075689,NA,miR-24-3p,miR-194-2-3p/6926-5p/7055-5p,miR-185-5p,ENSMUSG00000020736 ENSMUSG00000054958,Q9JM14 A3KFX0,50773 230718
chr11,115503090,115503142,53,-,7972,peak5891,Hn1,NA,NA,NA,NA,NA,FALSE,NA,exon,Hn1,4.275238551406688e-6,-2.0921484805372987,NA,NA,miR-24-3p,"miR-27-3p, miR-375-3p, miR-484",ENSMUSG00000020737,P97825,NA
chr11,115585486,115585544,59,-,2535,peak5893,Gga3,NA,NA,NA,Gga3,Gga3,FALSE,NA,utr3,Gga3,0.20701106807033554,1.3815094610098744,NA,miR-224-5p,miR-26-5p,miR-196-5p,ENSMUSG00000020740,Q8BMI3,260302
chr11,116078811,116078929,119,-,4556,peak5910,Wbp2,NA,NA,Unc13d,Wbp2,Wbp2,FALSE,NA,utr3,Wbp2,0.011630512184676919,2.9345870867903106,NA,NA,NA,"miR-185-5p, miR-185-5p, miR-15-5p/16-5p/195-5p/322-5p/497-5p, miR-33-5p",ENSMUSG00000034341,P97765,22378
chr11,116079068,116079126,59,-,2292,peak5912,Wbp2,NA,NA,Unc13d,Wbp2,Wbp2,FALSE,NA,utr3,Wbp2,0.05089195318896903,3.2688333031322108,NA,NA,NA,NA,ENSMUSG00000034341,P97765,22378
chr11,116171971,116172027,57,-,7840,peak5915,Acox1,NA,NA,NA,Acox1,NA,FALSE,NA,utr3,Acox1,0.055308717103679086,1.5845378395317267,NA,NA,miR-361-5p,miR-141-5p/6769b-3p,ENSMUSG00000020777,Q9R0H0,11430
chr11,116172054,116172081,28,-,2483,peak5916,Acox1,NA,NA,NA,Acox1,NA,FALSE,NA,utr3,Acox1,0.8621363660533633,-0.1475669408607166,miR-200-3p/429-3p,NA,NA,NA,ENSMUSG00000020777,Q9R0H0,11430
chr11,116172113,116172151,39,-,1662,peak5917,Acox1,NA,NA,NA,Acox1,NA,FALSE,NA,utr3,Acox1,0.028219548716475366,3.397706208929458,NA,NA,NA,NA,ENSMUSG00000020777,Q9R0H0,11430
chr11,116172477,116172540,64,-,5516,peak5920,Acox1,NA,NA,NA,Acox1,NA,FALSE,NA,utr3,Acox1,0.08401308756008481,1.478758912506213,NA,NA,miR-141-3p,miR-141-5p/6769b-3p,ENSMUSG00000020777,Q9R0H0,11430
chr11,116172784,116172854,71,-,1727,peak5922,Acox1,NA,NA,NA,Acox1,NA,FALSE,NA,utr3,Acox1,0.24400352541777856,1.408842109319103,NA,NA,NA,let-7-5p/miR-98-5p,ENSMUSG00000020777,Q9R0H0,11430
chr11,116172907,116172963,57,-,10931,peak5923,Acox1,NA,NA,NA,Acox1,NA,FALSE,NA,utr3,Acox1,0.033083050048349945,1.3244857066124098,NA,miR-7-5p,NA,miR-21ac-5p,ENSMUSG00000020777,Q9R0H0,11430
chr11,116173023,116173060,38,-,1147,peak5924,Acox1,NA,NA,NA,Acox1,NA,FALSE,NA,utr3,Acox1,0.03779438404754379,3.224300947488692,NA,NA,NA,miR-103-3p/107-3p,ENSMUSG00000020777,Q9R0H0,11430
